file,image_url,image_src,dest,action,note
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/FTNT-hugoFlow.drawio.svg,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/FTNT-hugoFlow.drawio.svg,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/FTNT-hugoFlow.drawio.svg,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/forticloud-iam-login.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/forticloud-iam-login.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/forticloud-iam-login.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/choose-fweb.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/choose-fweb.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/choose-fweb.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/unauthorized.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/unauthorized.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/unauthorized.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/choose-FortiAppsec.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/choose-FortiAppsec.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/choose-FortiAppsec.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-4.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-4.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/app-4.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-5.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-5.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/app-5.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-1.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-1.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/app-1.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/hosts.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/hosts.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/hosts.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-3.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-3.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/app-3.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/waf-ip.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/waf-ip.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/waf-ip.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-2.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-2.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/app-2.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/FortiCloudLogin.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/FortiCloudLogin.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/FortiCloudLogin.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/add-app.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/add-app.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/add-app.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-on.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/02chapter/app-on.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/02chapter/app-on.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/05chapter/zones-url.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/05chapter/zones-url.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/05chapter/zones-url.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/05chapter/add-api-gw.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/05chapter/add-api-gw.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/05chapter/add-api-gw.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/05chapter/postman.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/05chapter/postman.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/05chapter/postman.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/05chapter/api-schema5.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/05chapter/api-schema5.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/05chapter/api-schema5.png,unused-move,unused
/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/images/container.png,,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/images/container.png,/home/ubuntu/pythonProjects/fortiweb-security-foundations-201/content/unusedimages/images/container.png,unused-move,unused
